company,corp_code,stock_code,market,label,runnable,dart_ok,fraud_year_start,fraud_year_end,run_years,fraud_type,fs_detectable,accounts,confirmed,confidence,sources,notes
마니커,00204208,027740,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:101
현대사료,00164618,016790,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
케이씨피드,00101752,025880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
대주산업,00112457,003310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
한일사료,00162911,005860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
이지바이오,01480568,353810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
팜스토리,00192499,027710,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
선진,00855093,136490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
이지홀딩스,00242378,035810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:109
세븐브로이맥주,01575361,267080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
한울앤제주,01230255,276730,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
진로발효,00170877,018120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
보해양조,00123541,000890,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
풍국주정,00155452,023900,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
국순당,00256715,043650,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
MH에탄올,00121534,023150,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
무학,00121543,033920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
하이트진로,00150244,000080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:111
일신방직,00146269,003200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:131
우성머티리얼스,00132868,011300,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:132
원림,00143794,005820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:132
방림,00122348,003610,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:132
미쥬,01547933,351020,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
에스티오,00612188,098660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
코데즈컴바인,00329093,047770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
티비에이치글로벌,00409672,084870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
그리티,00671978,204020,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
비비안,00107677,002070,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
호전실업,00226316,111110,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
TP,00154329,007980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
한세실업,00728638,105630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
한세예스24홀딩스,00161976,016450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:141
노브랜드,00305941,145170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:143
아크솔루션스,01036367,203690,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
대양제지공업,00111227,006580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
무림SP,00121507,001810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
페이퍼코리아,00134723,001020,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
깨끗한나라,00113492,004540,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
한국제지,00133706,027970,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
삼보판지,00125938,023600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
무림P&P,00119007,009580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
한솔제지,01060744,213500,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
무림페이퍼,00136086,009200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:171
미창석유공업,00122056,003650,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:192
극동유화,00105156,014530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:192
S-Oil,00138279,010950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:192
SK이노베이션,00631518,096770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:192
이엠앤아이,00475718,083470,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
램테크놀러지,00654272,171010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
이수스페셜티케미컬,01762569,457190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
경인양행,00102113,012610,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
성일하이텍,01274329,365340,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
태경산업,00153339,015890,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
유니드,00159786,014830,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
KPX홀딩스,00587466,092230,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
롯데정밀화학,00157681,004000,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
LG화학,00356361,051910,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:201
잉글우드랩,01165739,950140,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
에스디생명공학,01099667,217480,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
엔에프씨,01217829,265740,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
케이디켐,00370918,221980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
에이블씨엔씨,00400857,078520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
브이티,00150165,018290,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
잇츠한불,00911955,226320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
DS단석,00108612,017860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
솔브레인,01489648,357780,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
한화,00160588,000880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:204
레몬,01011395,294140,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
씨앤투스,00875237,352700,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
HS효성첨단소재,01316254,298050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
태광산업,00153393,003240,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
효성티앤씨,01316227,298020,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
코오롱인더,00795135,120110,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:205
엔케이젠바이오텍코리아,00977650,182400,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
샤페론,01387164,378800,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
바이오솔루션,00560982,086820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
테고사이언스,00926522,191420,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
제놀루션,01062177,225220,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
지놈앤컴퍼니,01276026,314130,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
케어젠,00549891,214370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
바이오플러스,00636656,099430,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
코오롱생명과학,00525642,102940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
삼성바이오로직스,00877059,207940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:211
에스바이오메딕스,01258020,304360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
듀켐바이오,00867034,176750,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
유바이오로직스,00927558,206650,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
대화제약,00210740,067080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
명문제약,00121039,017180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
신풍제약,00137359,019170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
제일약품,01236897,271980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
에이프로젠,00152385,007460,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
보령,00123143,003850,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
대웅,00111810,003090,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:212
엑세스바이오,00956028,950130,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
피씨엘,01051092,241820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
피플바이오,01118281,304840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
로킷헬스케어,01335143,376900,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
녹십자엠에스,00513948,142280,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
한스바이오메드,00349060,042520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
제테마,01222867,216080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
휴마시스,01042979,205470,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
HLB생명과학,00365590,067630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
씨젠,00788773,096530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:213
코이즈,00807397,121850,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
뉴보텍,00351375,060260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
나노캠텍,00542074,091970,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
WISCOM,00142865,024070,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
스톰테크,01226270,352090,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
덕성,00114093,004830,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
영보화학,00140779,014440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
펌텍코리아,00761059,251970,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
삼양패키징,01060814,272550,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
LX하우시스,00759513,108670,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:222
모헨즈,00163318,006920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
서산,00130408,079650,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
부산산업,00124027,011390,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
유니온,00144252,000910,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
태경비케이,00122481,014580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
성신양회,00132804,004980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
아세아시멘트,00990165,183190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
유진기업,00184667,023410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
한일홀딩스,00162993,003300,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
쌍용씨앤이,00138224,003410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:233
광진실업,00104120,026910,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
화인베스틸,00661847,133820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
쎄니트,00239596,037760,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
원일특강,00143907,012620,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
동일산업,00172936,004890,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
세아특수강,00133991,019440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
동국산업,00172680,005160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
휴스틸,00156488,005010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
동국씨엠,01765256,460850,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
POSCO홀딩스,00155319,005490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:241
그린플러스,00602279,186230,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
대호에이엘,00428729,069460,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
한주라이트메탈,00156600,198940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
KBI메탈,00158024,024840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
DSR,00110608,155660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
삼아알미늄,00126779,006110,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
황금에스티,00218575,032560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
대창,00112651,012800,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
풍산,00684714,103140,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
고려아연,00102858,010130,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:242
동일금속,00118284,109860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:243
서원,00131197,021050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:243
현진소재,00188715,053660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
유진테크놀로지,01085026,240600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
풍강,00155373,093380,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
포인트엔지니어링,01179608,256630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
와이엠,00140858,007530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
대림통상,00109824,006570,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
삼화왕관,00129235,004450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
신화프리텍,00526951,095190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
케이피에프,00157636,024880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
와이지-원,00139719,019210,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:259
휴스토리,00263140,046400,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:26
엔터미디어,00407975,068420,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:26
엠소닉,00124577,008120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:26
알에프세미,00516246,096610,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
티엘아이,00261887,062860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
아이씨티케이,01373709,456010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
우리이앤엘하루틴,00815095,153490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
루멘스,00406329,038060,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
메카로,00652007,241770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
한양디지텍,00488989,078350,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
신성이엔지,00136271,011930,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
서울바이오시스,00488402,092190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
SK하이닉스,00164779,000660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:261
이엘케이,00379016,094190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
육일씨엔에쓰,00843900,191410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
핌스,01405390,347770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
에이엔피,00143314,015260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
아비코전자,00138598,036010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
덕우전자,00571298,263600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
삼화콘덴서공업,00129350,001820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
에프에스티,00223434,036810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
케이에이치필룩스,00193009,033180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
두산,00117212,000150,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:262
잘만테크,00491336,090120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
푸른로보틱스,00537832,094940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
주연테크,00269241,044380,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
딜리,00629212,131180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
아이디피,01213586,332370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
포인트모바일,00962393,318020,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
앱코,01207716,129890,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
에이루트,00608839,096690,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
빅솔론,00478900,093190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
신도리코,00135795,029530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:263
텔라움,00304401,047730,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
주성코퍼레이션,00753643,109070,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
오늘이엔엠,00623184,192410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
오이솔루션,00571483,138080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
우리넷,00664048,115440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
에스코넥,00573269,096630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
케이엠더블유,00226352,032500,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
슈프리마,01124653,236200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
RFHIC,01078178,218410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
LG전자,00401731,066570,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:264
아남전자,00138516,008700,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
DGI,00627029,099520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
벡트,01453944,457600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
엑시큐어하이트론,00156150,019490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
인터엠,00145914,017250,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
씨아이테크,00127158,004920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
블루콤,00238001,033560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
에스텍,00306719,069510,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
엠씨넥스,00564562,097520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
토비스,00390365,051360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:265
인트로메딕,00661157,150840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
레이저옵텍,01161432,199550,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
아스테라시스,01590528,450950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
멕아이씨에스,00270113,058110,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
셀바스헬스케어,01047451,208370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
디알젬,00966168,263690,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
레이,00828761,228670,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
휴비츠,00398668,065510,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
인바디,00269922,041830,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
에스디바이오센서,00854997,137310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:271
시스웍,01188378,269620,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
이즈미디어,00861720,181340,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
파이버프로,01513440,368770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
3S,00378363,060310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
빅텍,00385363,065450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
위드텍,00925587,348350,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
